 |       | #it{tHq}      | #it{tWH}      | #it{tWZ}      | #it{t#bar{t}}      | #it{t#bar{t}W}      | #it{t#bar{t}Z}      | #it{t#bar{t}H}      | #it{tZq}      | #it{tW}      | Z+jets      | Diboson      | minor bkgs      | minor bkgs |
 | Muon isol. eff. (syst) |    NA    | 0.00881756 / -0.00881758 | 0.00840968 / -0.00840965 | 0.00920863 / -0.00920865 | 0 / 0 | 0.0084072 / -0.00840713 | 0.00977054 / -0.00977055 | 0.00924083 / -0.00924088 | 0.00857818 / -0.00857816 | 0.0103925 / -0.0103925 | 0.00925132 / -0.00925131 | 0.00588753 / -0.00588748 | 0.0078612 / -0.0078612 |
 | Tau electron veto (tot.) |    NA    | 0.00917444 / -0.00917445 | 0.00873301 / -0.00873298 | 0 / 0 | 0 / 0 | 0.00747057 / -0.00747061 | 0.00884181 / -0.00884182 | 0.00858905 / -0.00858911 | 0 / 0 | 0 / 0 | 0.00522874 / -0.00522873 | 0 / 0 | 0.0092766 / -0.00927661 |
 | Tau reconstruction |    NA    | 0.00624432 / -0.00624433 | 0.00609715 / -0.00609712 | 0 / 0 | 0 / 0 | 0.00569878 / -0.00569882 | 0.00616293 / -0.00616294 | 0.0069954 / -0.00699536 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00614297 / -0.00614297 |
 | Tau fake shape |    NA    | -0.0129028 / 0.0129028 | -0.0163639 / 0.0163639 | 0 / 0 | 0 / 0 | -0.0157891 / 0.015789 | -0.0154981 / 0.0154981 | -0.021507 / 0.0215071 | -0.0148383 / 0.0148383 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0185424 / 0.0185424 |
 | tHq NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 1 |    NA    | 0.00548232 / -0.00548233 | -0.00536612 / 0.00536616 | 2.22045e-16 / 2.22045e-16 | -0.06286 / 0.06286 | -0.0102669 / 0.0102669 | -0.00698592 / 0.00698591 | 0 / 0 | 0.0114171 / -0.0114172 | 0.0399529 / -0.0399529 | 0.00802534 / -0.00802542 | 0.0697775 / -0.0697775 | -0.0202755 / 0.0202755 |
 | JER EffectiveNP 2 |    NA    | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.0619848 / 0.0619849 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.0138502 / 0.0138502 | 2.22045e-16 / -1.11022e-16 | -0.0104168 / 0.0104168 | -0.00761495 / 0.00761493 | 0 / -1.11022e-16 |
 | JES pileup offset #mu |    NA    | -0.00742401 / 0.007424 | -0.00665866 / 0.00665869 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -0.00927208 / 0.00927204 | -0.00849739 / 0.00849738 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | 0.0191391 / -0.0191391 | 2.22045e-16 / 0 | -0.0148722 / 0.0148721 | -0.0194603 / 0.0194603 |
 | JES pileup offset NPV |    NA    | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.00580789 / 0.00580785 | 0 / -1.11022e-16 | -3.33067e-16 / -2.22045e-16 | 0.00573614 / -0.00573618 | 0.0232506 / -0.0232506 | 0.0072326 / -0.0072326 | -0.0336521 / 0.0336521 | -0.0193519 / 0.0193519 |
 | JES pileup #rho topology |    NA    | 0 / 2.22045e-16 | 0 / -2.22045e-16 | 0.00865352 / -0.00865354 | 0 / 0 | -0.0138107 / 0.0138106 | -0.0102754 / 0.0102754 | -2.22045e-16 / -2.22045e-16 | 0.0192075 / -0.0192076 | 0.0514292 / -0.0514292 | 0.0273957 / -0.0273956 | 0.0432589 / -0.0432589 | -0.0648727 / 0.0648727 |
 | JES flavour response |    NA    | 2.22045e-16 / 4.44089e-16 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0.0068397 / -0.00683974 | 0.00606585 / -0.00606586 | -3.33067e-16 / -2.22045e-16 | -0.00561442 / 0.0056145 | -0.0168869 / 0.0168869 | -0.00999452 / 0.00999453 | -0.041211 / 0.0412111 | 0.0250166 / -0.0250166 |
 | JES flavour composition |    NA    | -0.00622962 / 0.00622961 | -0.00857899 / 0.00857903 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | -0.0186646 / 0.0186647 | -0.0150003 / 0.0150003 | 0 / -2.22045e-16 | 0.0114707 / -0.0114707 | 0.0463478 / -0.0463478 | 0.0250235 / -0.0250235 | 0.0495067 / -0.0495067 | -0.0541422 / 0.0541422 |
 | JES #eta intercalibration modelling |    NA    | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -0.00790798 / 0.00790805 | -0.00697087 / 0.00697086 | -3.33067e-16 / -3.33067e-16 | 0.00504202 / -0.005042 | 0.0247892 / -0.0247892 | 0.00833257 / -0.00833256 | 0.0407527 / -0.0407527 | -0.0311156 / 0.0311156 |
 | JES effective NP modelling 1 |    NA    | 0 / 0 | -3.33067e-16 / -2.22045e-16 | 4.44089e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -2.22045e-16 / 0 | -2.22045e-16 / 0 | 0.00549394 / -0.00549392 | 0.0189258 / -0.0189258 | 0.00873722 / -0.00873721 | 0.0405087 / -0.0405087 | -0.0231931 / 0.0231931 |
 | tHq PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 9 |    NA    | 0.00511917 / -0.00511918 | 0 / 0 | 2.22045e-16 / 4.44089e-16 | -0.061772 / 0.061772 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00833871 / 0.00833871 | 0 / 0 | 0.0457761 / -0.0457761 | 0 / 0 |
 | JER EffectiveNP 1 |    NA    | 0.005255 / -0.00525501 | 0 / 0 | 0 / 0 | -0.0611823 / 0.0611823 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00773498 / 0.00773497 | 2.22045e-16 / 0 | 0.0397178 / -0.0397178 | 0 / -1.11022e-16 |
 | c-tag Eigenvar. 17 |    NA    | 0.00549899 / -0.00549891 | 0.00558359 / -0.00558355 | 0 / 0 | 0 / 0 | 0.00542556 / -0.00542549 | 0.00582099 / -0.005821 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0054064 / -0.0054064 |
 | Tau fake norm. |    NA    | 0.185718 / -0.185718 | 0.107468 / -0.107468 | 0 / 0 | 0 / 0 | 0.109783 / -0.109783 | 0.182752 / -0.182752 | 0.111479 / -0.111479 | 0.028262 / -0.0282621 | 0 / 0 | 0.052468 / -0.052468 | 0.0514059 / -0.0514059 | 0.199948 / -0.199948 |
 | tWH XS |    NA    | 0.091 / -0.092 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH PS + had. |    NA    | -0.0880162 / 0.0880162 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH #mu_{R} scale |    NA    | -0.00776392 / 0.00776391 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 4 |    NA    | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0566201 / 0.0566201 | 0 / -2.22045e-16 | 0 / -1.11022e-16 | -3.33067e-16 / -2.22045e-16 | 0 / 2.22045e-16 | -0.012563 / 0.012563 | -0.00708074 / 0.00708075 | -0.0387591 / 0.0387591 | 0 / 0 |
 | JER EffectiveNP 5 |    NA    | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0592557 / 0.0592557 | 0 / 0 | 0 / 0 | -2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0241715 / 0.0318392 | 0 / 0 |
 | tWH #mu_{F} scale |    NA    | 4.44089e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH #mu_{R} scale |    NA    | 4.44089e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | RNN Tau ID syst. |    NA    | 0 / 0 | 0.0169714 / -0.0169713 | 0 / 0 | 0 / 0 | 0.0159396 / -0.0159397 | 0.0171201 / -0.0171201 | 0.019781 / -0.0197811 | 0 / 0 | 0 / 0 | 0.0106873 / -0.0106873 | 0.00746495 / -0.00746498 | 0 / 0 |
 | tWZ XS |    NA    | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ (alt. DR) |    NA    | 0 / 0 | 0.12727 / -0.12727 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC MC16 |    NA    | 0 / 0 | -2.22045e-16 / 0 | 4.44089e-16 / 2.22045e-16 | -0.0593323 / 0.0593323 | 0 / 2.22045e-16 | 0 / 0 | -2.22045e-16 / -5.55112e-16 | 4.44089e-16 / -2.22045e-16 | -0.00905938 / 0.00905938 | -0.00561046 / 0.00561047 | -0.00553345 / 0.00553342 | 0 / 0 |
 | tWZ #mu_{R} scale |    NA    | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ #mu_{F} scale |    NA    | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ #mu_{R} scale |    NA    | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 8 |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0609834 / 0.0609834 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00671751 / -0.00671751 | 0 / 0 | 0.0402411 / -0.0402411 | -0.00796289 / 0.00796289 |
 | JES #eta intercalibration total stat |    NA    | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -5.55112e-16 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.00696595 / 0.00696594 |
 | t#bar{t} NLO gen. |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t} PS + had. |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t} #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t} #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 6.66134e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t} #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 2.22045e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
